material a,material b,"p(a,b)",p(a),p(b),PMI
ÆQ,ªá´Ô,0.020449898,0.680981595,0.030674847,0.021245109
­J´Ô,¤û¦×,0.012269939,0.386503067,0.020449898,0.439789851
­J´Ô,ªá´Ô,0.014314928,0.386503067,0.030674847,0.188475422
Âæªo,¤û¦×,0.010224949,0.300613497,0.020449898,0.508782722
Âæªo,ªá´Ô,0.010224949,0.300613497,0.030674847,0.103317614
Âæªo,ªo,0.008179959,0.300613497,0.032719836,0.184364458
»[­],½Þ,0.00204499,0.038854806,0.063394683,0.186063694
»[­],­»Û£,0.00408998,0.038854806,0.149284254,0.34938875
»[­],¬õ»¶´Ô,0.00204499,0.038854806,0.075664622,0.362994402
»[­],¥É¦Ìµ«,0.00204499,0.038854806,0.006134969,2.149311222
»[­],°ªÄRµæ,0.00204499,0.038854806,0.020449898,0.945338417
»[­],«n¥Ê,0.00204499,0.038854806,0.012269939,1.456164041
»[­],Âû°ª´ö,0.00204499,0.038854806,0.010224949,1.638485598
½Þ,»[­],0.00204499,0.063394683,0.038854806,0.186063694
½Þ,­»Û£,0.00204499,0.063394683,0.149284254,1.532084156
½Þ,¬õ»¶´Ô,0.00204499,0.063394683,0.075664622,0.852542628
½Þ,¥É¦Ìµ«,0.00204499,0.063394683,0.006134969,1.659762996
½Þ,°ªÄRµæ,0.00408998,0.063394683,0.020449898,1.148937373
½Þ,«n¥Ê,0.00204499,0.063394683,0.012269939,0.966615816
½Þ,Âû¯»,0.012269939,0.063394683,0.208588957,0.074838059
½Þ,Âû°ª´ö,0.00204499,0.063394683,0.010224949,1.148937373
­»Û£,»[­],0.00408998,0.149284254,0.038854806,0.34938875
­»Û£,½Þ,0.00204499,0.149284254,0.063394683,1.532084156
­»Û£,¬õ»¶´Ô,0.00408998,0.149284254,0.075664622,1.015867684
­»Û£,¥É¦Ìµ«,0.00204499,0.149284254,0.006134969,0.80329076
­»Û£,°ªÄRµæ,0.006134969,0.149284254,0.020449898,0.697930244
­»Û£,«n¥Ê,0.00204499,0.149284254,0.012269939,0.110143579
¬õ»¶´Ô,»[­],0.00204499,0.075664622,0.038854806,0.362994402
¬õ»¶´Ô,½Þ,0.00204499,0.075664622,0.063394683,0.852542628
¬õ»¶´Ô,­»Û£,0.00408998,0.075664622,0.149284254,1.015867684
¬õ»¶´Ô,¥É¦Ìµ«,0.00204499,0.075664622,0.006134969,1.482832288
¬õ»¶´Ô,¤j»[,0.014314928,0.075664622,0.300613497,0.463077861
¬õ»¶´Ô,°ªÄRµæ,0.00408998,0.075664622,0.020449898,0.972006664
¬õ»¶´Ô,«n¥Ê,0.00204499,0.075664622,0.012269939,0.789685108
¬õ»¶´Ô,Âû¯»,0.010224949,0.075664622,0.208588957,0.434090324
¬õ»¶´Ô,¤Ó¥Õ¯»,0.008179959,0.075664622,0.192229039,0.575555844
¬õ»¶´Ô,­J´Ô,0.012269939,0.075664622,0.386503067,0.868542969
¬õ»¶´Ô,Âû°ª´ö,0.00408998,0.075664622,0.010224949,1.665153845
¥É¦Ìµ«,»[­],0.00204499,0.006134969,0.038854806,2.149311222
¥É¦Ìµ«,½Þ,0.00204499,0.006134969,0.063394683,1.659762996
¥É¦Ìµ«,­»Û£,0.00204499,0.006134969,0.149284254,0.80329076
¥É¦Ìµ«,¬õ»¶´Ô,0.00204499,0.006134969,0.075664622,1.482832288
¥É¦Ìµ«,¤j»[,0.00204499,0.006134969,0.300613497,0.103317614
¥É¦Ìµ«,°ªÄRµæ,0.00204499,0.006134969,0.020449898,2.791165108
¥É¦Ìµ«,«n¥Ê,0.00204499,0.006134969,0.012269939,3.301990732
¥É¦Ìµ«,ÆQ,0.006134969,0.006134969,0.680981595,0.384219999
¥É¦Ìµ«,¤ô,0.006134969,0.006134969,0.480572597,0.732776975
¥É¦Ìµ«,Âû¯»,0.00408998,0.006134969,0.208588957,1.161924568
¥É¦Ìµ«,¤Ó¥Õ¯»,0.00204499,0.006134969,0.192229039,0.550455419
¥É¦Ìµ«,­»ªo,0.00408998,0.006134969,0.298568507,0.80329076
¥É¦Ìµ«,­J´Ô,0.00204499,0.006134969,0.386503067,0.147996814
¥É¦Ìµ«,Âû°ª´ö,0.00204499,0.006134969,0.010224949,3.484312288
¤j»[,¬õ»¶´Ô,0.014314928,0.300613497,0.075664622,0.463077861
¤j»[,¥É¦Ìµ«,0.00204499,0.300613497,0.006134969,0.103317614
¤j»[,°ªÄRµæ,0.008179959,0.300613497,0.020449898,0.285639171
¤j»[,«n¥Ê,0.00204499,0.300613497,0.012269939,0.589829567
°ªÄRµæ,»[­],0.00204499,0.020449898,0.038854806,0.945338417
°ªÄRµæ,½Þ,0.00408998,0.020449898,0.063394683,1.148937373
°ªÄRµæ,­»Û£,0.006134969,0.020449898,0.149284254,0.697930244
°ªÄRµæ,¬õ»¶´Ô,0.00408998,0.020449898,0.075664622,0.972006664
°ªÄRµæ,¥É¦Ìµ«,0.00204499,0.020449898,0.006134969,2.791165108
°ªÄRµæ,¤j»[,0.008179959,0.020449898,0.300613497,0.285639171
°ªÄRµæ,«n¥Ê,0.00204499,0.020449898,0.012269939,2.098017927
°ªÄRµæ,ÆQ,0.014314928,0.020449898,0.680981595,0.027545056
°ªÄRµæ,¤ô,0.014314928,0.020449898,0.480572597,0.376102031
°ªÄRµæ,Âû¯»,0.008179959,0.020449898,0.208588957,0.651098944
°ªÄRµæ,¤Ó¥Õ¯»,0.00204499,0.020449898,0.192229039,0.653517386
°ªÄRµæ,­»ªo,0.00408998,0.020449898,0.298568507,0.400682045
°ªÄRµæ,­J´Ô,0.012269939,0.020449898,0.386503067,0.439789851
°ªÄRµæ,Âû°ª´ö,0.00204499,0.020449898,0.010224949,2.280339484
«n¥Ê,»[­],0.00204499,0.012269939,0.038854806,1.456164041
«n¥Ê,½Þ,0.00204499,0.012269939,0.063394683,0.966615816
«n¥Ê,­»Û£,0.00204499,0.012269939,0.149284254,0.110143579
«n¥Ê,¬õ»¶´Ô,0.00204499,0.012269939,0.075664622,0.789685108
«n¥Ê,¥É¦Ìµ«,0.00204499,0.012269939,0.006134969,3.301990732
«n¥Ê,¤j»[,0.00204499,0.012269939,0.300613497,0.589829567
«n¥Ê,°ªÄRµæ,0.00204499,0.012269939,0.020449898,2.098017927
«n¥Ê,ÆQ,0.012269939,0.012269939,0.680981595,0.384219999
«n¥Ê,¤ô,0.010224949,0.012269939,0.480572597,0.550455419
«n¥Ê,Âû¯»,0.00204499,0.012269939,0.208588957,0.224369793
«n¥Ê,¤Ó¥Õ¯»,0.00408998,0.012269939,0.192229039,0.550455419
«n¥Ê,­»ªo,0.00408998,0.012269939,0.298568507,0.110143579
«n¥Ê,­J´Ô,0.010224949,0.012269939,0.386503067,0.768293918
«n¥Ê,Âû°ª´ö,0.00204499,0.012269939,0.010224949,2.791165108
ÆQ,¥É¦Ìµ«,0.006134969,0.680981595,0.006134969,0.384219999
ÆQ,°ªÄRµæ,0.014314928,0.680981595,0.020449898,0.027545056
ÆQ,«n¥Ê,0.012269939,0.680981595,0.012269939,0.384219999
¤ô,¥É¦Ìµ«,0.006134969,0.480572597,0.006134969,0.732776975
¤ô,°ªÄRµæ,0.014314928,0.480572597,0.020449898,0.376102031
¤ô,«n¥Ê,0.010224949,0.480572597,0.012269939,0.550455419
¤ô,Âû°ª´ö,0.00408998,0.480572597,0.010224949,0.183513757
Âû¯»,½Þ,0.012269939,0.208588957,0.063394683,0.074838059
Âû¯»,¬õ»¶´Ô,0.010224949,0.208588957,0.075664622,0.434090324
Âû¯»,¥É¦Ìµ«,0.00408998,0.208588957,0.006134969,1.161924568
Âû¯»,°ªÄRµæ,0.008179959,0.208588957,0.020449898,0.651098944
Âû¯»,«n¥Ê,0.00204499,0.208588957,0.012269939,0.224369793
Âû¯»,Âû°ª´ö,0.00408998,0.208588957,0.010224949,0.651098944
¤Ó¥Õ¯»,¬õ»¶´Ô,0.008179959,0.192229039,0.075664622,0.575555844
¤Ó¥Õ¯»,¥É¦Ìµ«,0.00204499,0.192229039,0.006134969,0.550455419
¤Ó¥Õ¯»,°ªÄRµæ,0.00204499,0.192229039,0.020449898,0.653517386
¤Ó¥Õ¯»,«n¥Ê,0.00408998,0.192229039,0.012269939,0.550455419
­»ªo,¥É¦Ìµ«,0.00408998,0.298568507,0.006134969,0.80329076
­»ªo,°ªÄRµæ,0.00408998,0.298568507,0.020449898,0.400682045
­»ªo,«n¥Ê,0.00408998,0.298568507,0.012269939,0.110143579
­J´Ô,¬õ»¶´Ô,0.012269939,0.386503067,0.075664622,0.868542969
­J´Ô,¥É¦Ìµ«,0.00204499,0.386503067,0.006134969,0.147996814
­J´Ô,°ªÄRµæ,0.012269939,0.386503067,0.020449898,0.439789851
­J´Ô,«n¥Ê,0.010224949,0.386503067,0.012269939,0.768293918
Âû°ª´ö,»[­],0.00204499,0.010224949,0.038854806,1.638485598
Âû°ª´ö,½Þ,0.00204499,0.010224949,0.063394683,1.148937373
Âû°ª´ö,¬õ»¶´Ô,0.00408998,0.010224949,0.075664622,1.665153845
Âû°ª´ö,¥É¦Ìµ«,0.00204499,0.010224949,0.006134969,3.484312288
Âû°ª´ö,°ªÄRµæ,0.00204499,0.010224949,0.020449898,2.280339484
Âû°ª´ö,«n¥Ê,0.00204499,0.010224949,0.012269939,2.791165108
Âû°ª´ö,¤ô,0.00408998,0.010224949,0.480572597,0.183513757
Âû°ª´ö,Âû¯»,0.00408998,0.010224949,0.208588957,0.651098944
Á¤,«n¥Ê,0.00408998,0.392638037,0.012269939,0.163745171
«n¥Ê,Á¤,0.00408998,0.012269939,0.392638037,0.163745171
«n¥Ê,¾ñÆVªo,0.00204499,0.012269939,0.024539877,1.91569637
«n¥Ê,¿},0.008179959,0.012269939,0.314928425,0.749944779
¾ñÆVªo,«n¥Ê,0.00204499,0.024539877,0.012269939,1.91569637
¿},«n¥Ê,0.008179959,0.314928425,0.012269939,0.749944779
¨§¥Ö,º±¥Ä,0.00204499,0.006134969,0.055214724,1.797913335
º±¥Ä,¨§¥Ö,0.00204499,0.055214724,0.006134969,1.797913335
¬õ´Ô,ÄK³½,0.00408998,0.030674847,0.018404908,1.980234892
¬õ´Ô,¬v½µ,0.010224949,0.030674847,0.114519427,1.06839851
¬õ´Ô,¦a¥Ê,0.00204499,0.030674847,0.024539877,0.999405639
¬õ´Ô,«C´Ô,0.006134969,0.030674847,0.016359918,2.503483035
¬õ´Ô,¿»­XÂæ,0.006134969,0.030674847,0.034764826,1.749711233
¬õ´Ô,³J²G,0.00204499,0.030674847,0.014314928,1.538402139
¬õ´Ô,²Ó¬â¿},0.00408998,0.030674847,0.085889571,0.439789851
¬õ´Ô,¤ô,0.016359918,0.030674847,0.480572597,0.104168316
¬õ´Ô,¥Õ¾L,0.008179959,0.030674847,0.051124744,1.651730825
ÄK³½,¬õ´Ô,0.00408998,0.018404908,0.030674847,1.980234892
ÄK³½,¬v½µ,0.00204499,0.018404908,0.114519427,0.030213779
ÄK³½,¦a¥Ê,0.00408998,0.018404908,0.024539877,2.203378443
ÄK³½,¤Ó¥Õ¯»,0.006134969,0.018404908,0.192229039,0.550455419
ÄK³½,«C´Ô,0.00204499,0.018404908,0.016359918,1.91569637
ÄK³½,³J²G,0.00408998,0.018404908,0.014314928,2.742374944
ÄK³½,²Ó¬â¿},0.006134969,0.018404908,0.085889571,1.356080583
ÄK³½,¥Õ¾L,0.00408998,0.018404908,0.051124744,1.469409268
ÄK³½,½µ,0.006134969,0.018404908,0.247443763,0.297959655
ÄK³½,¦Ì°s,0.018404908,0.018404908,0.425357873,0.85482441
ÄK³½,Á¤,0.016359918,0.018404908,0.392638037,0.817084082
¬v½µ,¬õ´Ô,0.010224949,0.114519427,0.030674847,1.06839851
¬v½µ,ÄK³½,0.00204499,0.114519427,0.018404908,0.030213779
¬v½µ,¦a¥Ê,0.008179959,0.114519427,0.024539877,1.06839851
¬v½µ,«C´Ô,0.012269939,0.114519427,0.016359918,1.879328726
¬v½µ,³J²G,0.010224949,0.114519427,0.014314928,1.830538562
¬v½µ,²Ó¬â¿},0.010224949,0.114519427,0.085889571,0.038779093
¬v½µ,¥Õ¾L,0.016359918,0.114519427,0.051124744,1.027576516
¬v½µ,¦Ì°s,0.026584867,0.114519427,0.425357873,0.605577924
¦a¥Ê,¬õ´Ô,0.00204499,0.024539877,0.030674847,0.999405639
¦a¥Ê,ÄK³½,0.00408998,0.024539877,0.018404908,2.203378443
¦a¥Ê,¬v½µ,0.008179959,0.024539877,0.114519427,1.06839851
¦a¥Ê,¤Ó¥Õ¯»,0.014314928,0.024539877,0.192229039,1.110071206
¦a¥Ê,«C´Ô,0.00408998,0.024539877,0.016359918,2.321161479
¦a¥Ê,¿»­XÂæ,0.006134969,0.024539877,0.034764826,1.972854784
¦a¥Ê,³J²G,0.00408998,0.024539877,0.014314928,2.454692871
¦a¥Ê,²Ó¬â¿},0.010224949,0.024539877,0.085889571,1.579224134
¦a¥Ê,¥Õ¾L,0.00408998,0.024539877,0.051124744,1.181727195
¦a¥Ê,½µ,0.00408998,0.024539877,0.247443763,0.395187525
¦a¥Ê,Á¤,0.010224949,0.024539877,0.392638037,0.05939838
¤Ó¥Õ¯»,ÄK³½,0.006134969,0.192229039,0.018404908,0.550455419
¤Ó¥Õ¯»,¦a¥Ê,0.014314928,0.192229039,0.024539877,1.110071206
¤Ó¥Õ¯»,«C´Ô,0.020449898,0.192229039,0.016359918,1.872211259
¤Ó¥Õ¯»,³J²G,0.018404908,0.192229039,0.014314928,1.900382135
¤Ó¥Õ¯»,²Ó¬â¿},0.020449898,0.192229039,0.085889571,0.213983182
¤Ó¥Õ¯»,¥Õ¾L,0.028629857,0.192229039,0.051124744,1.069249212
«C´Ô,¬õ´Ô,0.006134969,0.016359918,0.030674847,2.503483035
«C´Ô,ÄK³½,0.00204499,0.016359918,0.018404908,1.91569637
«C´Ô,¬v½µ,0.012269939,0.016359918,0.114519427,1.879328726
«C´Ô,¦a¥Ê,0.00408998,0.016359918,0.024539877,2.321161479
«C´Ô,¤Ó¥Õ¯»,0.020449898,0.016359918,0.192229039,1.872211259
«C´Ô,¿»­XÂæ,0.008179959,0.016359918,0.034764826,2.666001965
«C´Ô,³J²G,0.00408998,0.016359918,0.014314928,2.860157979
«C´Ô,²Ó¬â¿},0.008179959,0.016359918,0.085889571,1.761545691
«C´Ô,¤ô,0.012269939,0.016359918,0.480572597,0.445094903
«C´Ô,ÆQ,0.016359918,0.016359918,0.680981595,0.384219999
«C´Ô,¥Õ¾L,0.010224949,0.016359918,0.051124744,2.503483035
«C´Ô,½µ,0.006134969,0.016359918,0.247443763,0.415742691
«C´Ô,¦Ì°s,0.00408998,0.016359918,0.425357873,0.531469951
«C´Ô,Á¤,0.00408998,0.016359918,0.392638037,0.451427244
¿»­XÂæ,¬õ´Ô,0.006134969,0.034764826,0.030674847,1.749711233
¿»­XÂæ,¦a¥Ê,0.006134969,0.034764826,0.024539877,1.972854784
¿»­XÂæ,«C´Ô,0.008179959,0.034764826,0.016359918,2.666001965
¿»­XÂæ,³J²G,0.00408998,0.034764826,0.014314928,2.106386177
¿»­XÂæ,²Ó¬â¿},0.008179959,0.034764826,0.085889571,1.007773888
¿»­XÂæ,¥Õ¾L,0.016359918,0.034764826,0.051124744,2.219714862
¿»­XÂæ,½µ,0.008179959,0.034764826,0.247443763,0.050347039
¿»­XÂæ,¦Ì°s,0.012269939,0.034764826,0.425357873,0.186629465
¿»­XÂæ,Á¤,0.018404908,0.034764826,0.392638037,0.298878351
³J²G,¬õ´Ô,0.00204499,0.014314928,0.030674847,1.538402139
³J²G,ÄK³½,0.00408998,0.014314928,0.018404908,2.742374944
³J²G,¬v½µ,0.010224949,0.014314928,0.114519427,1.830538562
³J²G,¦a¥Ê,0.00408998,0.014314928,0.024539877,2.454692871
³J²G,¤Ó¥Õ¯»,0.018404908,0.014314928,0.192229039,1.900382135
³J²G,«C´Ô,0.00408998,0.014314928,0.016359918,2.860157979
³J²G,¿»­XÂæ,0.00408998,0.014314928,0.034764826,2.106386177
³J²G,²Ó¬â¿},0.008179959,0.014314928,0.085889571,1.895077083
³J²G,¤ô,0.00408998,0.014314928,0.480572597,0.519985993
³J²G,ÆQ,0.016359918,0.014314928,0.680981595,0.517751392
³J²G,¥Õ¾L,0.006134969,0.014314928,0.051124744,2.126188804
³J²G,½µ,0.00408998,0.014314928,0.247443763,0.143808975
³J²G,¦Ì°s,0.008179959,0.014314928,0.425357873,0.295208622
³J²G,Á¤,0.006134969,0.014314928,0.392638037,0.087569257
²Ó¬â¿},¬õ´Ô,0.00408998,0.085889571,0.030674847,0.439789851
²Ó¬â¿},ÄK³½,0.006134969,0.085889571,0.018404908,1.356080583
²Ó¬â¿},¬v½µ,0.010224949,0.085889571,0.114519427,0.038779093
²Ó¬â¿},¦a¥Ê,0.010224949,0.085889571,0.024539877,1.579224134
²Ó¬â¿},¤Ó¥Õ¯»,0.020449898,0.085889571,0.192229039,0.213983182
²Ó¬â¿},«C´Ô,0.008179959,0.085889571,0.016359918,1.761545691
²Ó¬â¿},¿»­XÂæ,0.008179959,0.085889571,0.034764826,1.007773888
²Ó¬â¿},³J²G,0.008179959,0.085889571,0.014314928,1.895077083
²Ó¬â¿},½µ,0.014314928,0.085889571,0.247443763,0.395187525
¤ô,¬õ´Ô,0.016359918,0.480572597,0.030674847,0.104168316
¤ô,«C´Ô,0.012269939,0.480572597,0.016359918,0.445094903
¤ô,³J²G,0.00408998,0.480572597,0.014314928,0.519985993
¤ô,¥Õ¾L,0.022494888,0.480572597,0.051124744,0.088203577
ÆQ,«C´Ô,0.016359918,0.680981595,0.016359918,0.384219999
ÆQ,³J²G,0.016359918,0.680981595,0.014314928,0.517751392
¥Õ¾L,¬õ´Ô,0.008179959,0.051124744,0.030674847,1.651730825
¥Õ¾L,ÄK³½,0.00408998,0.051124744,0.018404908,1.469409268
¥Õ¾L,¬v½µ,0.016359918,0.051124744,0.114519427,1.027576516
¥Õ¾L,¦a¥Ê,0.00408998,0.051124744,0.024539877,1.181727195
¥Õ¾L,¤Ó¥Õ¯»,0.028629857,0.051124744,0.192229039,1.069249212
¥Õ¾L,«C´Ô,0.010224949,0.051124744,0.016359918,2.503483035
¥Õ¾L,¿»­XÂæ,0.016359918,0.051124744,0.034764826,2.219714862
¥Õ¾L,³J²G,0.006134969,0.051124744,0.014314928,2.126188804
¥Õ¾L,¤ô,0.022494888,0.051124744,0.480572597,0.088203577
¥Õ¾L,½µ,0.010224949,0.051124744,0.247443763,0.212865969
¥Õ¾L,¦Ì°s,0.012269939,0.051124744,0.425357873,0.572291946
¥Õ¾L,Á¤,0.016359918,0.051124744,0.392638037,0.204567166
½µ,ÄK³½,0.006134969,0.247443763,0.018404908,0.297959655
½µ,¦a¥Ê,0.00408998,0.247443763,0.024539877,0.395187525
½µ,«C´Ô,0.006134969,0.247443763,0.016359918,0.415742691
½µ,¿»­XÂæ,0.008179959,0.247443763,0.034764826,0.050347039
½µ,³J²G,0.00408998,0.247443763,0.014314928,0.143808975
½µ,²Ó¬â¿},0.014314928,0.247443763,0.085889571,0.395187525
½µ,¥Õ¾L,0.010224949,0.247443763,0.051124744,0.212865969
¦Ì°s,ÄK³½,0.018404908,0.425357873,0.018404908,0.85482441
¦Ì°s,¬v½µ,0.026584867,0.425357873,0.114519427,0.605577924
¦Ì°s,«C´Ô,0.00408998,0.425357873,0.016359918,0.531469951
¦Ì°s,¿»­XÂæ,0.012269939,0.425357873,0.034764826,0.186629465
¦Ì°s,³J²G,0.008179959,0.425357873,0.014314928,0.295208622
¦Ì°s,¥Õ¾L,0.012269939,0.425357873,0.051124744,0.572291946
Á¤,ÄK³½,0.016359918,0.392638037,0.018404908,0.817084082
Á¤,¦a¥Ê,0.010224949,0.392638037,0.024539877,0.05939838
Á¤,«C´Ô,0.00408998,0.392638037,0.016359918,0.451427244
Á¤,¿»­XÂæ,0.018404908,0.392638037,0.034764826,0.298878351
Á¤,³J²G,0.006134969,0.392638037,0.014314928,0.087569257
Á¤,¥Õ¾L,0.016359918,0.392638037,0.051124744,0.204567166
²Ó¬â¿},½Þ¤j¸z,0.006134969,0.085889571,0.008179959,2.167010799
²Ó¬â¿},Âæªo»I,0.012269939,0.085889571,0.083844581,0.532880274
²Ó¬â¿},«C½µ,0.018404908,0.085889571,0.169734151,0.233076841
²Ó¬â¿},¤j»[,0.014314928,0.085889571,0.300613497,0.589829567
»[­],½Þ¤j¸z,0.00408998,0.038854806,0.008179959,2.55477633
»[­],Âæªo»I,0.006134969,0.038854806,0.083844581,0.632963732
»[­],«C½µ,0.00408998,0.038854806,0.169734151,0.477769917
»[­],¤K¨¤,0.006134969,0.038854806,0.067484663,0.850028238
½Þ¤j¸z,²Ó¬â¿},0.006134969,0.008179959,0.085889571,2.167010799
½Þ¤j¸z,»[­],0.00408998,0.008179959,0.038854806,2.55477633
½Þ¤j¸z,¦Ì°s,0.006134969,0.008179959,0.425357873,0.567142337
½Þ¤j¸z,Âæªo»I,0.00408998,0.008179959,0.083844581,1.785643242
½Þ¤j¸z,«C½µ,0.00408998,0.008179959,0.169734151,1.080374701
½Þ¤j¸z,¤K¨¤,0.00408998,0.008179959,0.067484663,2.002707747
¦Ì°s,½Þ¤j¸z,0.006134969,0.425357873,0.008179959,0.567142337
Âæªo»I,²Ó¬â¿},0.012269939,0.083844581,0.085889571,0.532880274
Âæªo»I,»[­],0.006134969,0.083844581,0.038854806,0.632963732
Âæªo»I,½Þ¤j¸z,0.00408998,0.083844581,0.008179959,1.785643242
«C½µ,²Ó¬â¿},0.018404908,0.169734151,0.085889571,0.233076841
«C½µ,»[­],0.00408998,0.169734151,0.038854806,0.477769917
«C½µ,½Þ¤j¸z,0.00408998,0.169734151,0.008179959,1.080374701
¤j»[,²Ó¬â¿},0.014314928,0.300613497,0.085889571,0.589829567
¤j»[,¤K¨¤,0.036809816,0.300613497,0.067484663,0.595794099
¤K¨¤,»[­],0.006134969,0.067484663,0.038854806,0.850028238
¤K¨¤,½Þ¤j¸z,0.00408998,0.067484663,0.008179959,2.002707747
¤K¨¤,¤j»[,0.036809816,0.067484663,0.300613497,0.595794099
½¼¤l,»È§ö,0.00204499,0.026584867,0.00408998,2.934265951
½¼¤l,»[,0.014314928,0.026584867,0.139059305,1.353815576
½¼¤l,Á¤,0.012269939,0.026584867,0.392638037,0.161677229
½¼¤l,¦Ì°s,0.016359918,0.026584867,0.425357873,0.369316594
½¼¤l,ÆQ,0.022494888,0.026584867,0.680981595,0.217165915
½¼¤l,°ª´ö,0.012269939,0.026584867,0.069529652,1.892812077
½¼¤l,Âû¯»,0.012269939,0.026584867,0.208588957,0.794199788
»È§ö,½¼¤l,0.00204499,0.00408998,0.026584867,2.934265951
»È§ö,»[,0.00204499,0.00408998,0.139059305,1.279707604
»È§ö,Á¤,0.00204499,0.00408998,0.392638037,0.241719937
»È§ö,¦Ì°s,0.00204499,0.00408998,0.425357873,0.161677229
»È§ö,ÆQ,0.00408998,0.00408998,0.680981595,0.384219999
»È§ö,°ª´ö,0.00204499,0.00408998,0.069529652,1.972854784
»È§ö,Âû¯»,0.00204499,0.00408998,0.208588957,0.874242496
»[,½¼¤l,0.014314928,0.139059305,0.026584867,1.353815576
»[,»È§ö,0.00204499,0.139059305,0.00408998,1.279707604
Á¤,½¼¤l,0.012269939,0.392638037,0.026584867,0.161677229
Á¤,»È§ö,0.00204499,0.392638037,0.00408998,0.241719937
¦Ì°s,½¼¤l,0.016359918,0.425357873,0.026584867,0.369316594
¦Ì°s,»È§ö,0.00204499,0.425357873,0.00408998,0.161677229
ÆQ,½¼¤l,0.022494888,0.680981595,0.026584867,0.217165915
ÆQ,»È§ö,0.00408998,0.680981595,0.00408998,0.384219999
°ª´ö,½¼¤l,0.012269939,0.069529652,0.026584867,1.892812077
°ª´ö,»È§ö,0.00204499,0.069529652,0.00408998,1.972854784
Âû¯»,½¼¤l,0.012269939,0.208588957,0.026584867,0.794199788
Âû¯»,»È§ö,0.00204499,0.208588957,0.00408998,0.874242496
­´µæ,¤j»[,0.006134969,0.012269939,0.300613497,0.508782722
­´µæ,¤zµ·,0.00204499,0.012269939,0.00204499,4.40060302
­´µæ,»¶´Ô,0.00408998,0.012269939,0.308793456,0.076470364
­´µæ,­»ªo,0.00408998,0.012269939,0.298568507,0.110143579
­´µæ,ÆQ,0.008179959,0.012269939,0.680981595,0.021245109
­´µæ,­J´Ô,0.006134969,0.012269939,0.386503067,0.257468294
¤j»[,­´µæ,0.006134969,0.300613497,0.012269939,0.508782722
¤j»[,¤zµ·,0.00204499,0.300613497,0.00204499,1.201929903
¤zµ·,­´µæ,0.00204499,0.00204499,0.012269939,4.40060302
¤zµ·,¤j»[,0.00204499,0.00204499,0.300613497,1.201929903
¤zµ·,»¶´Ô,0.00204499,0.00204499,0.308793456,1.175082653
¤zµ·,­»ªo,0.00204499,0.00204499,0.298568507,1.208755868
¤zµ·,ÆQ,0.00204499,0.00204499,0.680981595,0.384219999
¤zµ·,­J´Ô,0.00204499,0.00204499,0.386503067,0.950615474
»¶´Ô,­´µæ,0.00408998,0.308793456,0.012269939,0.076470364
»¶´Ô,¤zµ·,0.00204499,0.308793456,0.00204499,1.175082653
­»ªo,­´µæ,0.00408998,0.298568507,0.012269939,0.110143579
­»ªo,¤zµ·,0.00204499,0.298568507,0.00204499,1.208755868
ÆQ,­´µæ,0.008179959,0.680981595,0.012269939,0.021245109
ÆQ,¤zµ·,0.00204499,0.680981595,0.00204499,0.384219999
­J´Ô,­´µæ,0.006134969,0.386503067,0.012269939,0.257468294
­J´Ô,¤zµ·,0.00204499,0.386503067,0.00204499,0.950615474
Á¤,µ·¥Ê,0.006134969,0.392638037,0.006134969,0.934867117
Á¤,µðÄ÷,0.012269939,0.392638037,0.016359918,0.647185045
µ·¥Ê,Á¤,0.006134969,0.006134969,0.392638037,0.934867117
µ·¥Ê,¤j»[,0.00204499,0.006134969,0.300613497,0.103317614
µ·¥Ê,µðÄ÷,0.00204499,0.006134969,0.016359918,3.014308659
µ·¥Ê,­»ªo,0.00408998,0.006134969,0.298568507,0.80329076
µ·¥Ê,Âû¯»,0.00204499,0.006134969,0.208588957,0.468777388
µ·¥Ê,ÆQ,0.00408998,0.006134969,0.680981595,0.021245109
¤j»[,µ·¥Ê,0.00204499,0.300613497,0.006134969,0.103317614
¤j»[,µðÄ÷,0.00204499,0.300613497,0.016359918,0.877511639
µðÄ÷,Á¤,0.012269939,0.016359918,0.392638037,0.647185045
µðÄ÷,µ·¥Ê,0.00204499,0.016359918,0.006134969,3.014308659
µðÄ÷,¤j»[,0.00204499,0.016359918,0.300613497,0.877511639
µðÄ÷,­»ªo,0.00408998,0.016359918,0.298568507,0.177538493
µðÄ÷,Âû¯»,0.010224949,0.016359918,0.208588957,1.097386047
µðÄ÷,ÆQ,0.014314928,0.016359918,0.680981595,0.250688607
­»ªo,µ·¥Ê,0.00408998,0.298568507,0.006134969,0.80329076
­»ªo,µðÄ÷,0.00408998,0.298568507,0.016359918,0.177538493
Âû¯»,µ·¥Ê,0.00204499,0.208588957,0.006134969,0.468777388
Âû¯»,µðÄ÷,0.010224949,0.208588957,0.016359918,1.097386047
ÆQ,µ·¥Ê,0.00408998,0.680981595,0.006134969,0.021245109
ÆQ,µðÄ÷,0.014314928,0.680981595,0.016359918,0.250688607
Á¤,³·¸Ì¬õ,0.00204499,0.392638037,0.00408998,0.241719937
Á¤,½Þ,0.012269939,0.392638037,0.063394683,0.707360618
»¶´Ô,³·¸Ì¬õ,0.00408998,0.308793456,0.00408998,1.175082653
³·¸Ì¬õ,Á¤,0.00204499,0.00408998,0.392638037,0.241719937
³·¸Ì¬õ,»¶´Ô,0.00408998,0.00408998,0.308793456,1.175082653
